id,crawl_id,url,page_type,template,category,issue,severity,evidence,recommendation,source,laya_category,laya_severity,laya_action,laya_confidence
40736,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,headings,empty_h1,high,The <h1> tag exists but contains only whitespace or no visible text.,"Ensure the <h1> tag contains concise, human-readable keyword text.",deterministic_rule,,,,
40737,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,indexability,sitemap_url_has_noindex,critical,"URL is listed in XML sitemap but returns noindex directive: 'noindex, nofollow, noindex, nofollow'.",Remove noindex from this page or remove the URL from XML sitemaps to resolve conflict.,deterministic_rule,,,,
40738,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,internal_linking,page_has_nofollow,low,"Page contains nofollow directive: 'noindex, nofollow, noindex, nofollow'.",Avoid site-wide nofollow directives so search engines can discover internal links.,deterministic_rule,,,,
40739,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40740,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,images,missing_image_alt,low,Found 1 out of 22 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40741,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,images,missing_image_dimensions,low,Found 5 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41207,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41336,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,duplicates,duplicate_title_tag,medium,"Identical title 'undefined price - mileage, images, colours | drivio' shared across 4 pages (e.g. https://www.drivio.in/22motors/jawatest1 and https://www.drivio.in/bgauss/bgauss-c12i).","Ensure every indexable URL has a distinct, tailored title reflecting specific page content.",deterministic_rule,,,,
41343,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,duplicates,duplicate_meta_description,low,Identical meta description shared across 4 pages.,Craft unique descriptions to provide clearer context in search engine result snippets.,deterministic_rule,,,,
41347,crawl_20260924_001323,https://www.drivio.in/22motors/jawatest1,listing,tpl_listing_Nmotors_2seg,duplicates,exact_duplicate_content,high,Exact main-body content match across 4 URLs (word count: 380).,Consolidate duplicate pages using 301 redirects or canonical tags to the master version.,deterministic_rule,,,,
40771,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,metadata,long_title_truncated,low,Title is 73 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40772,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40773,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,images,missing_image_alt,low,Found 1 out of 106 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40774,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40775,crawl_20260924_001323,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,metadata,long_title_truncated,low,Title is 77 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40776,crawl_20260924_001323,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40777,crawl_20260924_001323,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,images,missing_image_alt,low,Found 1 out of 96 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40778,crawl_20260924_001323,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,images,missing_image_dimensions,low,Found 18 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40783,crawl_20260924_001323,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,metadata,long_title_truncated,low,Title is 118 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40784,crawl_20260924_001323,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40785,crawl_20260924_001323,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,images,missing_image_alt,low,Found 1 out of 104 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40786,crawl_20260924_001323,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40787,crawl_20260924_001323,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,metadata,long_title_truncated,low,Title is 71 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40788,crawl_20260924_001323,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40789,crawl_20260924_001323,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,images,missing_image_alt,low,Found 1 out of 106 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40790,crawl_20260924_001323,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41208,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41209,crawl_20260924_001323,https://www.drivio.in/aeroride/bravo,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41210,crawl_20260924_001323,https://www.drivio.in/aeroride/e-spark,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41211,crawl_20260924_001323,https://www.drivio.in/aeroride/yb2000,listing,tpl_listing_aeroride_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41288,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,metadata,template_long_title_truncated,medium,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'long_title_truncated'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'long_title_truncated' across all 4 affected URLs simultaneously.,template_aggregation,,,,
41289,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,template_empty_anchor_text,medium,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'empty_anchor_text'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'empty_anchor_text' across all 4 affected URLs simultaneously.,template_aggregation,,,,
41290,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,images,template_missing_image_alt,medium,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'missing_image_alt'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'missing_image_alt' across all 4 affected URLs simultaneously.,template_aggregation,,,,
41291,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,images,template_missing_image_dimensions,medium,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'missing_image_dimensions'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'missing_image_dimensions' across all 4 affected URLs simultaneously.,template_aggregation,,,,
41292,crawl_20260924_001323,https://www.drivio.in/aeroride/aero,listing,tpl_listing_aeroride_2seg,internal_linking,template_orphan_page,medium,Systemic template defect: 4/4 pages (100.0%) in template 'tpl_listing_aeroride_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_aeroride_2seg' to fix 'orphan_page' across all 4 affected URLs simultaneously.,template_aggregation,,,,
40791,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,metadata,long_title_truncated,low,Title is 70 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40792,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40793,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,images,missing_image_alt,low,Found 1 out of 108 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40794,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40795,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,metadata,long_title_truncated,low,Title is 76 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40796,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,metadata,long_meta_description,low,Meta description is 166 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40797,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40798,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,images,missing_image_alt,low,Found 1 out of 104 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40799,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40810,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,metadata,long_title_truncated,low,Title is 78 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40811,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40812,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,images,missing_image_alt,low,Found 1 out of 112 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40813,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41212,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41213,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-3w,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41214,crawl_20260924_001323,https://www.drivio.in/amo-electric/jaunty-plus,listing,tpl_listing_amo-electric_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41293,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,metadata,template_long_title_truncated,medium,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'long_title_truncated'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'long_title_truncated' across all 3 affected URLs simultaneously.,template_aggregation,,,,
41294,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,template_empty_anchor_text,medium,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'empty_anchor_text'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'empty_anchor_text' across all 3 affected URLs simultaneously.,template_aggregation,,,,
41295,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,images,template_missing_image_alt,medium,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'missing_image_alt'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'missing_image_alt' across all 3 affected URLs simultaneously.,template_aggregation,,,,
41296,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,images,template_missing_image_dimensions,medium,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'missing_image_dimensions'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'missing_image_dimensions' across all 3 affected URLs simultaneously.,template_aggregation,,,,
41297,crawl_20260924_001323,https://www.drivio.in/amo-electric/inspirer,listing,tpl_listing_amo-electric_2seg,internal_linking,template_orphan_page,medium,Systemic template defect: 3/3 pages (100.0%) in template 'tpl_listing_amo-electric_2seg' have issue 'orphan_page'.,Update page template/layout for 'tpl_listing_amo-electric_2seg' to fix 'orphan_page' across all 3 affected URLs simultaneously.,template_aggregation,,,,
40820,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,metadata,long_title_truncated,low,Title is 77 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40821,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,metadata,long_meta_description,low,Meta description is 168 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40822,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40823,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,images,missing_image_alt,low,Found 1 out of 104 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40824,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40833,crawl_20260924_001323,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,metadata,long_meta_description,low,Meta description is 173 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40834,crawl_20260924_001323,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40835,crawl_20260924_001323,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,images,missing_image_alt,low,Found 1 out of 104 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40836,crawl_20260924_001323,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
41215,crawl_20260924_001323,https://www.drivio.in/ampere/magnus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
41216,crawl_20260924_001323,https://www.drivio.in/ampere/reo-li-plus,listing,tpl_listing_ampere_2seg,internal_linking,orphan_page,medium,Page has 0 inbound internal links from any crawled page on the site.,"Link to this page from relevant category, navigation, or parent pages.",deterministic_rule,,,,
40841,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40842,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 66 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40843,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-457,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 10 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40844,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,metadata,long_meta_description,low,Meta description is 169 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40845,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40846,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 60 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40847,crawl_20260924_001323,https://www.drivio.in/aprilia/rs-660,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 12 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40848,crawl_20260924_001323,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,metadata,long_title_truncated,low,Title is 67 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40849,crawl_20260924_001323,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40850,crawl_20260924_001323,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 64 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40851,crawl_20260924_001323,https://www.drivio.in/aprilia/rsv4,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 10 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40852,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,metadata,long_title_truncated,low,Title is 71 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40853,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40854,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 94 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40855,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-125,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40856,crawl_20260924_001323,https://www.drivio.in/aprilia/storm-125,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40857,crawl_20260924_001323,https://www.drivio.in/aprilia/storm-125,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 106 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40858,crawl_20260924_001323,https://www.drivio.in/aprilia/storm-125,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40859,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,metadata,long_title_truncated,low,Title is 73 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40860,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40861,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 94 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40862,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr-125,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 20 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40863,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-160-bs6,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40864,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-160-bs6,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 70 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40865,crawl_20260924_001323,https://www.drivio.in/aprilia/sr-160-bs6,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 13 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40866,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,metadata,long_title_truncated,low,Title is 98 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40867,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,metadata,long_meta_description,low,Meta description is 167 characters (likely truncated by search engines).,Trim meta description to under 160 characters to fit standard SERP viewports.,deterministic_rule,,,,
40868,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40869,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 86 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
40870,crawl_20260924_001323,https://www.drivio.in/aprilia/sxr160,listing,tpl_listing_aprilia_2seg,images,missing_image_dimensions,low,Found 15 images without explicit width/height attributes (potential CLS impact).,Specify explicit width and height attributes on <img> tags to reduce Cumulative Layout Shift.,deterministic_rule,,,,
40871,crawl_20260924_001323,https://www.drivio.in/aprilia/tuono-660,listing,tpl_listing_aprilia_2seg,metadata,long_title_truncated,low,Title is 80 characters (exceeds typical 60-character SERP display limit).,Shorten title to 50-60 characters to prevent truncation in search result snippets.,deterministic_rule,,,,
40872,crawl_20260924_001323,https://www.drivio.in/aprilia/tuono-660,listing,tpl_listing_aprilia_2seg,internal_linking,empty_anchor_text,low,Found 3 links with no visible anchor text or image alt.,"Provide meaningful, keyword-rich anchor text for all navigational links.",deterministic_rule,,,,
40873,crawl_20260924_001323,https://www.drivio.in/aprilia/tuono-660,listing,tpl_listing_aprilia_2seg,images,missing_image_alt,low,Found 1 out of 64 images missing alt text.,"Add descriptive, keyword-relevant alt attributes to all informational images.",deterministic_rule,,,,
