id,crawl_id,cluster_id,issue,category,priority,severity,affected_urls_count,affected_templates_count,primary_affected_template,scope,evidence_summary,recommended_action,engineering_fix_location,sample_urls
98,crawl_20260923_234236,cluster_template_page_has_noindex,template_page_has_noindex,indexability,P3,medium,4,2,tpl_comparison_compare_2seg,template,"Observed on 4 URLs across 2 templates. Primary concentration in 'tpl_comparison_compare_2seg' (2 pages affected, 50.0% of total occurrences).",Routine hygiene cleanup: review template page has noindex on affected pages.,Template component: 'tpl_comparison_compare_2seg',"[""https://www.drivio.in/compare/hero-splendor-plus-vs-bajaj-platina-110"", ""https://www.drivio.in/ather-energy/450-apex""]"
99,crawl_20260923_234236,cluster_template_low_text_to_html_ratio,template_low_text_to_html_ratio,content,P3,medium,4,2,tpl_model_bikes_4seg,template,"Observed on 4 URLs across 2 templates. Primary concentration in 'tpl_model_bikes_4seg' (2 pages affected, 50.0% of total occurrences).",Routine hygiene cleanup: review template low text to html ratio on affected pages.,Template component: 'tpl_model_bikes_4seg',"[""https://www.drivio.in/bikes/hero/splendor-plus/reviews"", ""https://www.drivio.in/electric-vehicles/flyrides/eric/reviews""]"
100,crawl_20260923_234236,cluster_unsafe_characters_in_url,unsafe_characters_in_url,url,P3,medium,2,1,tpl_article_featured-stories_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review unsafe characters in url on affected pages.,Template component: 'tpl_article_featured-stories_2seg',"[""https://www.drivio.in/featured-stories/Hero Glamour"", ""https://www.drivio.in/featured-stories/Hero Splendor Plus""]"
101,crawl_20260923_234236,cluster_template_slow_server_response,template_slow_server_response,performance,P3,medium,2,1,tpl_article_news_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_article_news_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template slow server response on affected pages.,Template component: 'tpl_article_news_2seg',"[""https://www.drivio.in/news/2023-hero-xtreme-160r-incoming""]"
102,crawl_20260923_234236,cluster_template_empty_h1,template_empty_h1,headings,P3,high,2,1,tpl_listing_ather-energy_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_listing_ather-energy_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template empty h1 on affected pages.,Template component: 'tpl_listing_ather-energy_2seg',"[""https://www.drivio.in/ather-energy/450-apex""]"
103,crawl_20260923_234236,cluster_template_page_has_nofollow,template_page_has_nofollow,internal_linking,P3,medium,2,1,tpl_listing_ather-energy_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_listing_ather-energy_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template page has nofollow on affected pages.,Template component: 'tpl_listing_ather-energy_2seg',"[""https://www.drivio.in/ather-energy/450-apex""]"
104,crawl_20260923_234236,cluster_template_weakly_linked_page,template_weakly_linked_page,internal_linking,P3,medium,2,1,tpl_listing_careers_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_listing_careers_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template weakly linked page on affected pages.,Template component: 'tpl_listing_careers_2seg',"[""https://www.drivio.in/careers/201""]"
105,crawl_20260923_234236,cluster_sitemap_url_has_noindex,sitemap_url_has_noindex,indexability,P0,critical,68,67,tpl_model_Nmotors_2seg,site_wide,"Observed on 68 URLs across 67 templates. Primary concentration in 'tpl_model_Nmotors_2seg' (2 pages affected, 2.9% of total occurrences).",Immediate engineering blocker: resolve sitemap url has noindex across 68 URLs.,Global layout / site-wide metadata service,"[""https://www.drivio.in/22motors-scooters"", ""https://www.drivio.in/avan-motors-scooters"", ""https://www.drivio.in/avera-scooters-scooters"", ""https://www.drivio.in/bajaj-urbanite-scooters"", ""https://www.drivio.in/battre-electric-scooters-scooters"", ""https://www.drivio.in/big-dog-motorcycles-scooters"", ""https://www.drivio.in/bird-scooters"", ""https://www.drivio.in/bpg-scooters""]"
106,crawl_20260923_234236,cluster_missing_title,missing_title,metadata,P0,critical,25,25,tpl_category_battre-electric-scooters-scooters_1seg,page_opportunity,"Observed on 25 URLs across 25 templates. Primary concentration in 'tpl_category_battre-electric-scooters-scooters_1seg' (1 pages affected, 4.0% of total occurrences).",Immediate engineering blocker: resolve missing title across 25 URLs.,Individual page content / route handlers,"[""https://www.drivio.in/battre-electric-scooters-scooters"", ""https://www.drivio.in/bird-scooters"", ""https://www.drivio.in/bsa-scooters"", ""https://www.drivio.in/devot-scooters"", ""https://www.drivio.in/dispatch-ev-scooters"", ""https://www.drivio.in/everve-motors-scooters"", ""https://www.drivio.in/fb-mondial-scooters"", ""https://www.drivio.in/flyrides-ev""]"
107,crawl_20260923_234236,cluster_orphan_page,orphan_page,internal_linking,P1,high,4503,219,tpl_article_news_2seg,site_wide,"Observed on 4,503 URLs across 219 templates. Primary concentration in 'tpl_article_news_2seg' (564 pages affected, 12.5% of total occurrences).",High-impact fix: update tpl_article_news_2seg layout to resolve orphan page across 4503 pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category"", ""https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know""]"
108,crawl_20260923_234236,cluster_canonical_mismatch,canonical_mismatch,canonical,P1,low,1146,24,tpl_brand_featured-stories_2seg,site_wide,"Observed on 1,146 URLs across 24 templates. Primary concentration in 'tpl_brand_featured-stories_2seg' (183 pages affected, 16.0% of total occurrences).",High-impact fix: update tpl_brand_featured-stories_2seg layout to resolve canonical mismatch across 1146 pages.,Global layout / site-wide metadata service,"[""https://drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here"", ""https://drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category"", ""https://drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights""]"
109,crawl_20260923_234236,cluster_weakly_linked_product_page,weakly_linked_product_page,internal_linking,P1,high,372,8,tpl_model_bikes_3seg,site_wide,"Observed on 372 URLs across 8 templates. Primary concentration in 'tpl_model_bikes_3seg' (106 pages affected, 28.5% of total occurrences).",High-impact fix: update tpl_model_bikes_3seg layout to resolve weakly linked product page across 372 pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/bikes/hero-electric/nyx"", ""https://www.drivio.in/bikes/joy-e-bike/monster"", ""https://www.drivio.in/bikes/earth-energy-ev/evolve-r"", ""https://www.drivio.in/bikes/dao/703"", ""https://www.drivio.in/bikes/ola-electric/ola-roadster"", ""https://www.drivio.in/bikes/rowwet/trono"", ""https://www.drivio.in/bikes/bmw/bmw-g-310-gs"", ""https://www.drivio.in/bikes/bmw/k-1600-grand-america""]"
110,crawl_20260923_234236,cluster_missing_h1,missing_h1,headings,P1,high,135,10,tpl_brand_electric-vehicles_2seg,site_wide,"Observed on 135 URLs across 10 templates. Primary concentration in 'tpl_brand_electric-vehicles_2seg' (88 pages affected, 65.2% of total occurrences).",High-impact fix: update tpl_brand_electric-vehicles_2seg layout to resolve missing h1 across 135 pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/bikes/hero"", ""https://www.drivio.in/bikes/royal-enfield"", ""https://www.drivio.in/bikes/bajaj"", ""https://www.drivio.in/bikes/yamaha"", ""https://www.drivio.in/bikes/ktm"", ""https://www.drivio.in/bikes/suzuki"", ""https://www.drivio.in/bikes/harley-davidson""]"
111,crawl_20260923_234236,cluster_http_404_error,http_404_error,technical,P1,high,8,5,tpl_article_featured-stories_2seg,page_opportunity,"Observed on 8 URLs across 5 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 25.0% of total occurrences).",High-impact fix: update tpl_article_featured-stories_2seg layout to resolve http 404 error across 8 pages.,Individual page content / route handlers,"[""https://www.drivio.in/featured-stories/Hero Glamour"", ""https://www.drivio.in/featured-stories/Hero Splendor Plus"", ""https://www.drivio.in/featured-stories/drivio.in/jawa/perak"", ""https://www.drivio.in/featured-stories/drivio.in/yamaha/r15-v4"", ""https://www.drivio.in/news/drivio.in/bajaj/dominar-250"", ""https://www.drivio.in/bikes/undefined/undefined"", ""https://www.drivio.in/bikes/ducati/ducati-monster"", ""https://www.drivio.in/electric-vehicles/battre-electric-mobility/battre-electric-gps:ie""]"
112,crawl_20260923_234236,cluster_duplicate_title_tag,duplicate_title_tag,duplicates,P2,medium,11445,183,tpl_model_bikes_3seg,site_wide,"Observed on 11,445 URLs across 183 templates. Primary concentration in 'tpl_model_bikes_3seg' (1,404 pages affected, 12.3% of total occurrences).",Important architectural improvement: revise Global layout / site-wide metadata service to supply unique structured content.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter""]"
113,crawl_20260923_234236,cluster_empty_h1,empty_h1,headings,P2,high,31,17,tpl_listing_hero_2seg,page_opportunity,"Observed on 31 URLs across 17 templates. Primary concentration in 'tpl_listing_hero_2seg' (6 pages affected, 19.4% of total occurrences).",Important architectural improvement: revise Individual page content / route handlers to supply unique structured content.,Individual page content / route handlers,"[""https://www.drivio.in/22motors/jawatest1"", ""https://www.drivio.in/ampere/magnus-ex"", ""https://www.drivio.in/aprilia/sxr-160"", ""https://www.drivio.in/aprilia/aprilia-rs-457"", ""https://www.drivio.in/aprilia/sr-160"", ""https://www.drivio.in/ather-energy/ather-450x"", ""https://www.drivio.in/ather-energy/ather-450s"", ""https://www.drivio.in/ather-energy/ather-450-apex""]"
114,crawl_20260923_234236,cluster_missing_meta_description,missing_meta_description,metadata,P2,medium,25,25,tpl_category_battre-electric-scooters-scooters_1seg,page_opportunity,"Observed on 25 URLs across 25 templates. Primary concentration in 'tpl_category_battre-electric-scooters-scooters_1seg' (1 pages affected, 4.0% of total occurrences).",Important architectural improvement: revise Individual page content / route handlers to supply unique structured content.,Individual page content / route handlers,"[""https://www.drivio.in/battre-electric-scooters-scooters"", ""https://www.drivio.in/bird-scooters"", ""https://www.drivio.in/bsa-scooters"", ""https://www.drivio.in/devot-scooters"", ""https://www.drivio.in/dispatch-ev-scooters"", ""https://www.drivio.in/everve-motors-scooters"", ""https://www.drivio.in/fb-mondial-scooters"", ""https://www.drivio.in/flyrides-ev""]"
115,crawl_20260923_234236,cluster_thin_content,thin_content,content,P2,medium,4,4,tpl_category_application_1seg,page_opportunity,"Observed on 4 URLs across 4 templates. Primary concentration in 'tpl_category_application_1seg' (1 pages affected, 25.0% of total occurrences).",Important architectural improvement: revise Individual page content / route handlers to supply unique structured content.,Individual page content / route handlers,"[""https://www.drivio.in/application"", ""https://www.drivio.in/banking-partners"", ""https://www.drivio.in/biker-dost"", ""https://www.drivio.in/campaign-form""]"
116,crawl_20260923_234236,cluster_duplicate_meta_description,duplicate_meta_description,duplicates,P3,low,11454,188,tpl_model_bikes_3seg,site_wide,"Observed on 11,454 URLs across 188 templates. Primary concentration in 'tpl_model_bikes_3seg' (1,404 pages affected, 12.3% of total occurrences).",Routine hygiene cleanup: review duplicate meta description on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter""]"
117,crawl_20260923_234236,cluster_exact_duplicate_content,exact_duplicate_content,duplicates,P3,high,6561,43,tpl_brand_featured-stories_2seg,site_wide,"Observed on 6,561 URLs across 43 templates. Primary concentration in 'tpl_brand_featured-stories_2seg' (1,098 pages affected, 16.7% of total occurrences).",Routine hygiene cleanup: review exact duplicate content on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter""]"
118,crawl_20260923_234236,cluster_empty_anchor_text,empty_anchor_text,internal_linking,P3,low,5001,411,tpl_article_news_2seg,site_wide,"Observed on 5,001 URLs across 411 templates. Primary concentration in 'tpl_article_news_2seg' (494 pages affected, 9.9% of total occurrences).",Routine hygiene cleanup: review empty anchor text on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here"", ""https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category""]"
119,crawl_20260923_234236,cluster_missing_image_alt,missing_image_alt,images,P3,low,5001,411,tpl_article_news_2seg,site_wide,"Observed on 5,001 URLs across 411 templates. Primary concentration in 'tpl_article_news_2seg' (494 pages affected, 9.9% of total occurrences).",Routine hygiene cleanup: review missing image alt on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here"", ""https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category""]"
120,crawl_20260923_234236,cluster_missing_image_dimensions,missing_image_dimensions,images,P3,low,5001,411,tpl_article_news_2seg,site_wide,"Observed on 5,001 URLs across 411 templates. Primary concentration in 'tpl_article_news_2seg' (494 pages affected, 9.9% of total occurrences).",Routine hygiene cleanup: review missing image dimensions on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter"", ""https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here"", ""https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category""]"
121,crawl_20260923_234236,cluster_deep_crawl_depth,deep_crawl_depth,internal_linking,P3,medium,3175,122,default,site_wide,"Observed on 3,175 URLs across 122 templates. Primary concentration in 'default' (2,056 pages affected, 64.8% of total occurrences).",Routine hygiene cleanup: review deep crawl depth on affected pages.,Global layout / site-wide metadata service,"[""https://drivio.in/bikes/adventure"", ""https://drivio.in/bikes/ampere"", ""https://drivio.in/bikes/aprilia"", ""https://drivio.in/bikes/aprilia/rs-457"", ""https://drivio.in/bikes/aprilia/rs-660"", ""https://drivio.in/bikes/aprilia/rsv4"", ""https://drivio.in/bikes/aprilia/sr-125"", ""https://drivio.in/bikes/aprilia/sr-160-bs6""]"
122,crawl_20260923_234236,cluster_weakly_linked_page,weakly_linked_page,internal_linking,P3,low,2393,48,default,site_wide,"Observed on 2,393 URLs across 48 templates. Primary concentration in 'default' (2,332 pages affected, 97.5% of total occurrences).",Routine hygiene cleanup: review weakly linked page on affected pages.,Global layout / site-wide metadata service,"[""https://drivio.in/bikes/adventure"", ""https://drivio.in/bikes/aprilia/storm-125"", ""https://drivio.in/bikes/aprilia/tuono-660"", ""https://drivio.in/bikes/bajaj/pulsar-125/reviews"", ""https://drivio.in/bikes/bajaj/pulsar-180"", ""https://drivio.in/bikes/bajaj/pulsar-f250"", ""https://drivio.in/bikes/bajaj/pulsar-ns-125/reviews"", ""https://drivio.in/bikes/bajaj/pulsar-ns160""]"
123,crawl_20260923_234236,cluster_long_title_truncated,long_title_truncated,metadata,P3,low,2035,278,tpl_model_bikes_3seg,site_wide,"Observed on 2,035 URLs across 278 templates. Primary concentration in 'tpl_model_bikes_3seg' (281 pages affected, 13.8% of total occurrences).",Routine hygiene cleanup: review long title truncated on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category"", ""https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one"", ""https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350"", ""https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities"", ""https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter"", ""https://www.drivio.in/featured-stories/bajaj-platina-cng-read-everything-about-bajajs-first-cng-motorcycle""]"
124,crawl_20260923_234236,cluster_long_meta_description,long_meta_description,metadata,P3,low,1421,152,tpl_brand_featured-stories_2seg,site_wide,"Observed on 1,421 URLs across 152 templates. Primary concentration in 'tpl_brand_featured-stories_2seg' (172 pages affected, 12.1% of total occurrences).",Routine hygiene cleanup: review long meta description on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you"", ""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know"", ""https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter"", ""https://www.drivio.in/featured-stories/bajaj-sales-breakup-july-2025-pulsar-chetak-dominar-and-avenger-figures"", ""https://www.drivio.in/featured-stories/bajaj-platina-cng-read-everything-about-bajajs-first-cng-motorcycle"", ""https://www.drivio.in/featured-stories/best-bike-for-swiggy-zomato-delivery-2026-fuel-and-cost-guide""]"
125,crawl_20260923_234236,cluster_long_url,long_url,url,P3,low,972,18,tpl_brand_featured-stories_2seg,site_wide,"Observed on 972 URLs across 18 templates. Primary concentration in 'tpl_brand_featured-stories_2seg' (180 pages affected, 18.5% of total occurrences).",Routine hygiene cleanup: review long url on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer"", ""https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category"", ""https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know"", ""https://www.drivio.in/featured-stories/2024-yezdi-roadking-500-launch-soon-exciting-must-know-aspects"", ""https://www.drivio.in/featured-stories/60-70km-daily-commute-we-help-you-choose-between-an-e-scooter-and-a-petrol-one"", ""https://www.drivio.in/featured-stories/accessorize-and-upgrade-12-must-have-add-ons-for-the-royal-enfield-meteor-350"", ""https://www.drivio.in/featured-stories/ather-energy-ups-its-service-game-with-new-expresscare-facilities"", ""https://www.drivio.in/featured-stories/ather-rizta-to-debut-on-april-6-check-how-to-book-the-family-electric-scooter""]"
126,crawl_20260923_234236,cluster_multiple_h1,multiple_h1,headings,P3,medium,393,21,tpl_model_bikes_4seg,site_wide,"Observed on 393 URLs across 21 templates. Primary concentration in 'tpl_model_bikes_4seg' (337 pages affected, 85.8% of total occurrences).",Routine hygiene cleanup: review multiple h1 on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/news/ather-konarc-launched-at-99-999-can-it-be-the-best-electric-replacement-for-your-petrol-bike"", ""https://drivio.in/news/ather-konarc-launched-at-99-999-can-it-be-the-best-electric-replacement-for-your-petrol-bike"", ""https://www.drivio.in/bikes/best"", ""https://www.drivio.in/bikes/latest"", ""https://www.drivio.in/electric-vehicles/latest"", ""https://www.drivio.in/news/bikes-and-scooters-launched-in-august-2026-complete-list-of-new-two-wheelers-in-india"", ""https://drivio.in/news/bikes-and-scooters-launched-in-august-2026-complete-list-of-new-two-wheelers-in-india"", ""https://www.drivio.in/adventure""]"
127,crawl_20260923_234236,cluster_template_orphan_page,template_orphan_page,internal_linking,P3,high,384,215,tpl_article_featured-stories_2seg,site_wide,"Observed on 384 URLs across 215 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 0.8% of total occurrences).",Routine hygiene cleanup: review template orphan page on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/news/2023-hero-xtreme-160r-incoming"", ""https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023"", ""https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india"", ""https://www.drivio.in/one-electric-motorcycles/kridn"", ""https://www.drivio.in/reviews/10-most-popular-sub-200cc-naked-bikes-in-india"", ""https://www.drivio.in/adventure"", ""https://www.drivio.in/aftek-motors-scooters""]"
128,crawl_20260923_234236,cluster_template_empty_anchor_text,template_empty_anchor_text,internal_linking,P3,medium,345,115,tpl_article_featured-stories_2seg,site_wide,"Observed on 345 URLs across 115 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 0.9% of total occurrences).",Routine hygiene cleanup: review template empty anchor text on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/news/2023-hero-xtreme-160r-incoming"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/electric-vehicles/hero"", ""https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023"", ""https://www.drivio.in/husqvarna-motorcycles/husqvarna-svartpilen-250"", ""https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india"", ""https://www.drivio.in/reviews/10-most-popular-sub-200cc-naked-bikes-in-india""]"
129,crawl_20260923_234236,cluster_template_missing_image_alt,template_missing_image_alt,images,P3,medium,345,115,tpl_article_featured-stories_2seg,site_wide,"Observed on 345 URLs across 115 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 0.9% of total occurrences).",Routine hygiene cleanup: review template missing image alt on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/news/2023-hero-xtreme-160r-incoming"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/electric-vehicles/hero"", ""https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023"", ""https://www.drivio.in/husqvarna-motorcycles/husqvarna-svartpilen-250"", ""https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india"", ""https://www.drivio.in/reviews/10-most-popular-sub-200cc-naked-bikes-in-india""]"
130,crawl_20260923_234236,cluster_template_missing_image_dimensions,template_missing_image_dimensions,images,P3,medium,345,115,tpl_article_featured-stories_2seg,site_wide,"Observed on 345 URLs across 115 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 0.9% of total occurrences).",Routine hygiene cleanup: review template missing image dimensions on affected pages.,Global layout / site-wide metadata service,"[""https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians"", ""https://www.drivio.in/news/2023-hero-xtreme-160r-incoming"", ""https://www.drivio.in/bikes/honda"", ""https://www.drivio.in/electric-vehicles/hero"", ""https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023"", ""https://www.drivio.in/husqvarna-motorcycles/husqvarna-svartpilen-250"", ""https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india"", ""https://www.drivio.in/reviews/10-most-popular-sub-200cc-naked-bikes-in-india""]"
