crawl_id,template_id,page_count,sample_urls,dominant_page_type,characteristics_json
crawl_20260923_234236,tpl_category_honda-bikes_1seg,1,"[""https://www.drivio.in/honda-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 489.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_honda-ev_1seg,1,"[""https://www.drivio.in/honda-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 235.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_honda-scooters_1seg,1,"[""https://www.drivio.in/honda-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 404.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_hop-electric-ev_1seg,1,"[""https://www.drivio.in/hop-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 288.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 56.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_husqvarna-motorcycles-bikes_1seg,1,"[""https://www.drivio.in/husqvarna-motorcycles-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 294.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 56.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_hyosung-scooters_1seg,1,"[""https://www.drivio.in/hyosung-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ideal-jawa-scooters_1seg,1,"[""https://www.drivio.in/ideal-jawa-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_indian-bikes_1seg,1,"[""https://www.drivio.in/indian-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 478.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_indian_2seg,1,"[""https://www.drivio.in/indian/challenger""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 1176.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 83.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_indus-scooters_1seg,1,"[""https://www.drivio.in/indus-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ivoomi-ev_1seg,1,"[""https://www.drivio.in/ivoomi-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 305.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_jawa-bikes_1seg,1,"[""https://www.drivio.in/jawa-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 402.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_jitendra-ev-ev_1seg,1,"[""https://www.drivio.in/jitendra-ev-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 317.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_joy-e-bike-ev_1seg,1,"[""https://www.drivio.in/joy-e-bike-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 462.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kabira-mobility-ev_1seg,1,"[""https://www.drivio.in/kabira-mobility-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 454.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 62.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kabirdass-scooters_1seg,1,"[""https://www.drivio.in/kabirdass-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kawasaki-bikes_1seg,1,"[""https://www.drivio.in/kawasaki-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 494.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_keeway-bikes_1seg,1,"[""https://www.drivio.in/keeway-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 393.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_keeway-scooters_1seg,1,"[""https://www.drivio.in/keeway-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 266.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kinetic-green-ev_1seg,1,"[""https://www.drivio.in/kinetic-green-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 311.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_komaki-ev_1seg,1,"[""https://www.drivio.in/komaki-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 436.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ksl-cleantech-scooters_1seg,1,"[""https://www.drivio.in/ksl-cleantech-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ktm-bikes_1seg,1,"[""https://www.drivio.in/ktm-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 486.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 63.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ktm-scooters_1seg,1,"[""https://www.drivio.in/ktm-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kymco-scooters_1seg,1,"[""https://www.drivio.in/kymco-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_kyte-energy-ev_1seg,1,"[""https://www.drivio.in/kyte-energy-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_lambretta-scooters_1seg,1,"[""https://www.drivio.in/lambretta-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_lectrix-ev-ev_1seg,1,"[""https://www.drivio.in/lectrix-ev-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 262.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_lectrix-ev-scooters_1seg,1,"[""https://www.drivio.in/lectrix-ev-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 262.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_li-ions-elektrik-solutions-ev_1seg,1,"[""https://www.drivio.in/li-ions-elektrik-solutions-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 241.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_lml-scooters_1seg,1,"[""https://www.drivio.in/lml-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_lohia-ev_1seg,1,"[""https://www.drivio.in/lohia-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 263.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_mNgo-ev_1seg,1,"[""https://www.drivio.in/m2go-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 254.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_mahindra-bikes_1seg,1,"[""https://www.drivio.in/mahindra-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 239.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_matter-scooters_1seg,1,"[""https://www.drivio.in/matter-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_menzamotors-scooters_1seg,1,"[""https://www.drivio.in/menzamotors-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_merico-electric-ev_1seg,1,"[""https://www.drivio.in/merico-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 338.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 58.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_moto-guzzi-bikes_1seg,1,"[""https://www.drivio.in/moto-guzzi-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_moto-guzzi-scooters_1seg,1,"[""https://www.drivio.in/moto-guzzi-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_moto-morini-bikes_1seg,1,"[""https://www.drivio.in/moto-morini-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_moto-morini-scooters_1seg,1,"[""https://www.drivio.in/moto-morini-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 239.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_motovolt-ev_1seg,1,"[""https://www.drivio.in/motovolt-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 230.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_mv-agusta-scooters_1seg,1,"[""https://www.drivio.in/mv-agusta-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_mx-moto-scooters_1seg,1,"[""https://www.drivio.in/mx-moto-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_nahak-motors-scooters_1seg,1,"[""https://www.drivio.in/nahak-motors-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_nds-eco-motors-ev_1seg,1,"[""https://www.drivio.in/nds-eco-motors-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 271.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_news_1seg,1,"[""https://www.drivio.in/news""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 348.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_nexzu-ev_1seg,1,"[""https://www.drivio.in/nexzu-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_nij-automotive-ev_1seg,1,"[""https://www.drivio.in/nij-automotive-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 315.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_norton-scooters_1seg,1,"[""https://www.drivio.in/norton-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_numeros-motors-ev_1seg,1,"[""https://www.drivio.in/numeros-motors-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 236.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_oben-ev_1seg,1,"[""https://www.drivio.in/oben-ev""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 233.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_odysse-electric-ev_1seg,1,"[""https://www.drivio.in/odysse-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 336.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 58.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_okaya-electric-ev_1seg,1,"[""https://www.drivio.in/okaya-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 390.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_okinawa-ev_1seg,1,"[""https://www.drivio.in/okinawa-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 377.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 60.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ola-electric-bikes_1seg,1,"[""https://www.drivio.in/ola-electric-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 237.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ola-electric-ev_1seg,1,"[""https://www.drivio.in/ola-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 368.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 59.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_ola-electric-scooters_1seg,1,"[""https://www.drivio.in/ola-electric-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 342.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 58.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_one-electric-motorcycles-ev_1seg,1,"[""https://www.drivio.in/one-electric-motorcycles-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 240.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_one-moto-ev_1seg,1,"[""https://www.drivio.in/one-moto-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 283.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 56.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_orxa-scooters_1seg,1,"[""https://www.drivio.in/orxa-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_palatino-scooters_1seg,1,"[""https://www.drivio.in/palatino-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_peugeot-scooters_1seg,1,"[""https://www.drivio.in/peugeot-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_piaggio-scooters_1seg,1,"[""https://www.drivio.in/piaggio-scooters""]",category,"{""unique_title_percentage"": 0.0, ""unique_description_percentage"": 0.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 231.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 54.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_poise-ev_1seg,1,"[""https://www.drivio.in/poise-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 260.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_polaris-scooters_1seg,1,"[""https://www.drivio.in/polaris-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_polarity-smart-ev_1seg,1,"[""https://www.drivio.in/polarity-smart-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 261.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 55.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_prevail-electric-ev_1seg,1,"[""https://www.drivio.in/prevail-electric-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 285.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 56.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_privacy-policy_1seg,1,"[""https://www.drivio.in/privacy-policy""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 5394.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 49.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_pure-ev-ev_1seg,1,"[""https://www.drivio.in/pure-ev-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 372.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 59.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_qj-motor-bikes_1seg,1,"[""https://www.drivio.in/qj-motor-bikes""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 322.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_raftaar-ev_1seg,1,"[""https://www.drivio.in/raftaar-ev""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 311.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 57.0, ""indexability"": 100.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_raftaar-scooters-scooters_1seg,1,"[""https://www.drivio.in/raftaar-scooters-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 214.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
crawl_20260923_234236,tpl_category_rajdoot-scooters_1seg,1,"[""https://www.drivio.in/rajdoot-scooters""]",category,"{""unique_title_percentage"": 100.0, ""unique_description_percentage"": 100.0, ""unique_h1_percentage"": 100.0, ""average_word_count"": 213.0, ""canonical_consistency"": 100.0, ""internal_link_density"": 53.0, ""indexability"": 0.0, ""status_distribution"": {""200"": 1}}"
