url,brand,model,action_type,priority,issue_summary,evidence,recommended_fix,implementation_details
https://www.drivio.in/hero/glamour-xtec,Hero,Glamour Xtec,schema,P2,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/glamour-x,Hero,Glamour X,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 47.1% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/glamour-x,Hero,Glamour X,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/glamour,Hero,Glamour,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 35.3% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/glamour,Hero,Glamour,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/maestro-edge-125,Hero,Maestro Edge 125,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/maestro-edge-125,Hero,Maestro Edge 125,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/hf-deluxe,Hero,Hf Deluxe,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/hf-deluxe,Hero,Hf Deluxe,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/karizma-xmr-250,Hero,Karizma Xmr 250,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, specifications",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Specifications section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/karizma-xmr-250,Hero,Karizma Xmr 250,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/destini-125,Hero,Destini 125,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/destini-125,Hero,Destini 125,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/passion-plus,Tvs,Passion Plus,content_section,P2,"Missing core automotive buyer sections: variants, power, torque",Page covers 52.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Variants section, Add dedicated Power section, Add dedicated Torque section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/passion-plus,Tvs,Passion Plus,schema,P2,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/pleasure-plus,Hero,Pleasure Plus,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/pleasure-plus,Hero,Pleasure Plus,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/passion-xtec,Hero,Passion Xtec,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/passion-xtec,Hero,Passion Xtec,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/splendor-plus,Hero,Splendor Plus,content_section,P1,"Missing core automotive buyer sections: variants, engine, power",Page covers 35.3% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Variants section, Add dedicated Engine section, Add dedicated Power section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/splendor-plus,Hero,Splendor Plus,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/splendor-plus-xtec,Hero,Splendor Plus Xtec,content_section,P2,"Missing core automotive buyer sections: on_road_price, engine, power",Page covers 52.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Engine section, Add dedicated Power section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/splendor-plus-xtec,Hero,Splendor Plus Xtec,schema,P2,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/super-splendor,Hero,Super Splendor,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/super-splendor,Hero,Super Splendor,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/vida-v1,Hero,Vida V1,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 17.6% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/vida-v1,Hero,Vida V1,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/vida-v2,Hero,Vida V2,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, mileage",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/vida-v2,Hero,Vida V2,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/vida,Hero,Vida,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/vida,Hero,Vida,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/passion-pro,Hero,Passion Pro,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/passion-pro,Hero,Passion Pro,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xoom-110,Hero,Xoom 110,content_section,P1,"Missing core automotive buyer sections: on_road_price, specifications, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xoom-110,Hero,Xoom 110,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/super-splendor-xtec,Hero,Super Splendor Xtec,content_section,P0,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 35.3% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/super-splendor-xtec,Hero,Super Splendor Xtec,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xoom-125,Hero,Xoom 125,content_section,P1,"Missing core automotive buyer sections: on_road_price, mileage, torque",Page covers 58.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Mileage section, Add dedicated Torque section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xoom-125,Hero,Xoom 125,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xoom-160,Hero,Xoom 160,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 35.3% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xoom-160,Hero,Xoom 160,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xpulse-200t,Hero,Xpulse 200T,content_section,P0,"Missing core automotive buyer sections: on_road_price, variants, mileage",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xpulse-200t,Hero,Xpulse 200T,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xpulse-400,Hero,Xpulse 400,content_section,P0,"Missing core automotive buyer sections: on_road_price, specifications, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xpulse-400,Hero,Xpulse 400,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xoom-125r,Hero,Xoom 125R,content_section,P1,"Missing core automotive buyer sections: on_road_price, specifications, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xoom-125r,Hero,Xoom 125R,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xpulse-200,Hero,Xpulse 200,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xpulse-200,Hero,Xpulse 200,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-125r,Hero,Xtreme 125R,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-125r,Hero,Xtreme 125R,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-200s,Hero,Xtreme 200S,content_section,P2,"Missing core automotive buyer sections: on_road_price, variants, engine",Page covers 41.2% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-200s,Hero,Xtreme 200S,schema,P2,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-200r,Hero,Xtreme 200R,content_section,P0,"Missing core automotive buyer sections: on_road_price, specifications, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-200r,Hero,Xtreme 200R,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-160r-bs6,Hero,Xtreme 160R Bs6,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-160r-bs6,Hero,Xtreme 160R Bs6,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-200s-4v,Hero,Xtreme 200S 4V,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-200s-4v,Hero,Xtreme 200S 4V,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/activa-e,Honda,Activa E,content_section,P1,"Missing core automotive buyer sections: on_road_price, specifications, mileage",Page covers 35.3% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Specifications section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/activa-e,Honda,Activa E,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/activa-125,Honda,Activa 125,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/activa-125,Honda,Activa 125,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/hero/xtreme-250r,Hero,Xtreme 250R,content_section,P1,"Missing core automotive buyer sections: on_road_price, variants, mileage",Page covers 47.1% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/hero/xtreme-250r,Hero,Xtreme 250R,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb350rs,Honda,Cb350Rs,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb350rs,Honda,Cb350Rs,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb300r,Honda,Cb300R,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb300r,Honda,Cb300R,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb300f,Honda,Cb300F,content_section,P0,"Missing core automotive buyer sections: on_road_price, mileage, engine",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Mileage section, Add dedicated Engine section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb300f,Honda,Cb300F,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb200x,Honda,Cb200X,content_section,P0,"Missing core automotive buyer sections: on_road_price, variants, mileage",Page covers 29.4% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Mileage section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb200x,Honda,Cb200X,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/activa-6g,Honda,Activa 6G,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/activa-6g,Honda,Activa 6G,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/activa-125-2019-2024,Honda,Activa 125 2019 2024,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/activa-125-2019-2024,Honda,Activa 125 2019 2024,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb500x,Honda,Cb500X,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb500x,Honda,Cb500X,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cd-110-dream,Honda,Cd 110 Dream,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cd-110-dream,Honda,Cd 110 Dream,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/hness-cb350,Honda,Hness Cb350,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/hness-cb350,Honda,Hness Cb350,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/grazia,Honda,Grazia,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/grazia,Honda,Grazia,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/crf1100l-africa-twin,Honda,Crf1100L Africa Twin,content_section,P0,"Missing core automotive buyer sections: on_road_price, variants, specifications",Page covers 23.5% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Variants section, Add dedicated Specifications section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/crf1100l-africa-twin,Honda,Crf1100L Africa Twin,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/dio-125,Honda,Dio 125,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/dio-125,Honda,Dio 125,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/gold-wing,Honda,Gold Wing,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/gold-wing,Honda,Gold Wing,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cbr650r,Honda,Cbr650R,content_section,P1,"Missing core automotive buyer sections: on_road_price, mileage, power",Page covers 41.2% of expected automotive commercial sections.,"Add structured sections for: Add dedicated On Road Price section, Add dedicated Mileage section, Add dedicated Power section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cbr650r,Honda,Cbr650R,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cbr1000rr-r,Honda,Cbr1000Rr R,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cbr1000rr-r,Honda,Cbr1000Rr R,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/cb650r,Honda,Cb650R,content_section,P0,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 5.9% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/cb650r,Honda,Cb650R,schema,P0,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
https://www.drivio.in/honda/dio,Honda,Dio,content_section,P1,"Missing core automotive buyer sections: price, on_road_price, variants",Page covers 11.8% of expected automotive commercial sections.,"Add structured sections for: Add dedicated Price section, Add dedicated On Road Price section, Add dedicated Variants section.",Implement responsive content blocks in template with standardized specifications table.
https://www.drivio.in/honda/dio,Honda,Dio,schema,P1,Missing Schema.org Product structured data,Current schema: Basic WebPage.,Implement Schema.org Product structured data with Offer and Brand entities,"Add JSON-LD script with @type: Product, name, brand, offers (price, priceCurrency, availability)."
