cluster_id,issue,category,priority,severity,affected_urls_count,affected_templates_count,primary_affected_template,scope,evidence_summary,recommended_action,engineering_fix_location,sample_urls,laya_action
cluster_template_duplicate_meta_description,template_duplicate_meta_description,duplicates,P3,medium,198,108,tpl_article_featured-stories_2seg,site_wide,"Observed on 198 URLs across 108 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 1.0% of total occurrences).",Routine hygiene cleanup: review template duplicate meta description on affected pages.,Global layout / site-wide metadata service,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/husqvarna-motorcycles/husqvarna-svartpilen-250', 'https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india', 'https://www.drivio.in/featured-stories/10-reasons-why-two-wheelers-are-so-popular-in-rural-india', 'https://www.drivio.in/indian/chieftain-elite', 'https://www.drivio.in/kabira-mobility/intercity-neo']",fix_template
cluster_page_has_nofollow,page_has_nofollow,internal_linking,P3,low,95,81,tpl_listing_hero_2seg,site_wide,"Observed on 95 URLs across 81 templates. Primary concentration in 'tpl_listing_hero_2seg' (6 pages affected, 6.3% of total occurrences).",Routine hygiene cleanup: review page has nofollow on affected pages.,Global layout / site-wide metadata service,"['https://www.drivio.in/22motors-scooters', 'https://www.drivio.in/avan-motors-scooters', 'https://www.drivio.in/avera-scooters-scooters', 'https://www.drivio.in/bajaj-urbanite-scooters', 'https://www.drivio.in/battre-electric-scooters-scooters', 'https://www.drivio.in/big-dog-motorcycles-scooters', 'https://www.drivio.in/bird-scooters', 'https://www.drivio.in/bpg-scooters']",investigate
cluster_template_long_meta_description,template_long_meta_description,metadata,P3,medium,81,27,tpl_article_featured-stories_2seg,site_wide,"Observed on 81 URLs across 27 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 3.7% of total occurrences).",Routine hygiene cleanup: review template long meta description on affected pages.,Global layout / site-wide metadata service,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/featured-stories/10-reasons-why-two-wheelers-are-so-popular-in-rural-india', 'https://www.drivio.in/news/2023-honda-cb200x-launched-in-india-at-rs1-46-999', 'https://www.drivio.in/reviews/bajaj-pulsar-125-review-2025-ultimate-buying-guide-for-the-best-125cc-bike-in-india', 'https://www.drivio.in/compare/hero-splendor-plus-vs-bajaj-platina-110', 'https://www.drivio.in/featured-stories/2024-march-two-wheeler-sales-report-check-how-hero-honda-tvs-and-others-fared']",fix_template
cluster_template_deep_crawl_depth,template_deep_crawl_depth,internal_linking,P3,medium,54,18,tpl_article_featured-stories_2seg,site_wide,"Observed on 54 URLs across 18 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 5.6% of total occurrences).",Routine hygiene cleanup: review template deep crawl depth on affected pages.,Global layout / site-wide metadata service,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/husqvarna-motorcycles/husqvarna-svartpilen-250', 'https://www.drivio.in/news/2023-honda-cb200x-launched-in-india-at-rs1-46-999', 'https://www.drivio.in/aprilia/rs-457', 'https://www.drivio.in/bajaj/bajaj-pulsar-n150', 'https://www.drivio.in/hero/destini-prime']",fix_template
cluster_template_long_url,template_long_url,url,P3,medium,39,13,tpl_article_featured-stories_2seg,page_opportunity,"Observed on 39 URLs across 13 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 7.7% of total occurrences).",Routine hygiene cleanup: review template long url on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/featured-stories/10-reasons-why-two-wheelers-are-so-popular-in-rural-india', 'https://www.drivio.in/news/2023-honda-cb200x-launched-in-india-at-rs1-46-999', 'https://www.drivio.in/reviews/bajaj-pulsar-125-review-2025-ultimate-buying-guide-for-the-best-125cc-bike-in-india', 'https://www.drivio.in/featured-stories/2024-march-two-wheeler-sales-report-check-how-hero-honda-tvs-and-others-fared', 'https://www.drivio.in/reviews/2023-bullet-350-vs-2023-classic-350-specifications-compared']",fix_template
cluster_template_exact_duplicate_content,template_exact_duplicate_content,duplicates,P3,high,39,23,tpl_article_featured-stories_2seg,page_opportunity,"Observed on 39 URLs across 23 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 5.1% of total occurrences).",Routine hygiene cleanup: review template exact duplicate content on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/news/5-upcoming-bikes-in-may-2023-in-india', 'https://www.drivio.in/featured-stories/10-reasons-why-two-wheelers-are-so-popular-in-rural-india', 'https://www.drivio.in/news/2023-honda-cb200x-launched-in-india-at-rs1-46-999', 'https://www.drivio.in/featured-stories/2024-march-two-wheeler-sales-report-check-how-hero-honda-tvs-and-others-fared', 'https://www.drivio.in/news/2024-tvs-apache-rtr-160-4v-breaks-cover-with-comprehensive-upgrades']",fix_template
cluster_template_canonical_mismatch,template_canonical_mismatch,canonical,P3,medium,36,12,tpl_article_featured-stories_2seg,page_opportunity,"Observed on 36 URLs across 12 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (3 pages affected, 8.3% of total occurrences).",Routine hygiene cleanup: review template canonical mismatch on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians', 'https://www.drivio.in/news/2023-hero-xtreme-160r-incoming', 'https://www.drivio.in/bikes/honda', 'https://www.drivio.in/electric-vehicles/hero', 'https://www.drivio.in/featured-stories/10-best-selling-bikes-in-2023', 'https://www.drivio.in/scooters/hero', 'https://www.drivio.in/featured-stories/10-reasons-why-two-wheelers-are-so-popular-in-rural-india', 'https://www.drivio.in/news/2023-honda-cb200x-launched-in-india-at-rs1-46-999']",fix_template
cluster_page_has_noindex,page_has_noindex,indexability,P3,medium,32,16,tpl_listing_hero_2seg,page_opportunity,"Observed on 32 URLs across 16 templates. Primary concentration in 'tpl_listing_hero_2seg' (6 pages affected, 18.8% of total occurrences).",Routine hygiene cleanup: review page has noindex on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/compare/hero-splendor-plus-vs-bajaj-platina-110', 'https://www.drivio.in/compare/royal-enfield-classic-350-vs-jawa-42-bobber', 'https://www.drivio.in/compare/yamaha-fzs-fi-v3-vs-bajaj-pulsar-ns200', 'https://www.drivio.in/compare/honda-shine-vs-hero-glamour', 'https://www.drivio.in/compare/tvs-apache-rtr-160-4v-vs-bajaj-pulsar-150', 'https://www.drivio.in/ampere/magnus-ex', 'https://www.drivio.in/aprilia/sxr-160', 'https://www.drivio.in/aprilia/aprilia-rs-457']",investigate
cluster_template_weakly_linked_product_page,template_weakly_linked_product_page,internal_linking,P3,high,12,7,tpl_model_bikes_3seg,page_opportunity,"Observed on 12 URLs across 7 templates. Primary concentration in 'tpl_model_bikes_3seg' (2 pages affected, 16.7% of total occurrences).",Routine hygiene cleanup: review template weakly linked product page on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/bikes/undefined/undefined', 'https://www.drivio.in/bikes/hero/splendor-plus/reviews', 'https://www.drivio.in/electric-vehicles/flyrides/eric/reviews', 'https://www.drivio.in/featured-stories/2026-yamaha-xsr155-price-specs-and-latest-updates', 'https://www.drivio.in/news/2023-royal-enfield-bullet-350-will-come-in-3-variants-launch-on-sept-1', 'https://www.drivio.in/reviews/bajaj-pulsar-n250-review-price-mileage-specs-and-2026-verdict', 'https://www.drivio.in/scooters/aprilia/sr-160-bs6']",fix_template
cluster_template_missing_h1,template_missing_h1,headings,P3,high,9,3,tpl_brand_bikes_2seg,page_opportunity,"Observed on 9 URLs across 3 templates. Primary concentration in 'tpl_brand_bikes_2seg' (3 pages affected, 33.3% of total occurrences).",Routine hygiene cleanup: review template missing h1 on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/bikes/honda', 'https://www.drivio.in/electric-vehicles/hero', 'https://www.drivio.in/scooters/hero']",fix_template
cluster_template_multiple_h1,template_multiple_h1,headings,P3,medium,9,3,tpl_comparison_bikes_4seg,page_opportunity,"Observed on 9 URLs across 3 templates. Primary concentration in 'tpl_comparison_bikes_4seg' (3 pages affected, 33.3% of total occurrences).",Routine hygiene cleanup: review template multiple h1 on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/bikes/tvs/raider/reviews', 'https://www.drivio.in/bikes/hero/splendor-plus/reviews', 'https://www.drivio.in/electric-vehicles/flyrides/eric/reviews']",investigate
cluster_short_title,short_title,metadata,P3,low,8,8,tpl_category_about-us_1seg,page_opportunity,"Observed on 8 URLs across 8 templates. Primary concentration in 'tpl_category_about-us_1seg' (1 pages affected, 12.5% of total occurrences).",Routine hygiene cleanup: review short title on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/about-us', 'https://www.drivio.in/application', 'https://www.drivio.in/banking-partners', 'https://www.drivio.in/campaign-form', 'https://www.drivio.in/privacy-policy', 'https://www.drivio.in/terms-and-conditions', 'https://www.drivio.in/thunderbolt-ev', 'https://www.drivio.in/reviews/new-honda-sp-125-review-likeable-and-friendly']",fix_template
cluster_heading_hierarchy_skipped_h2,heading_hierarchy_skipped_h2,headings,P3,low,8,8,tpl_category_application_1seg,page_opportunity,"Observed on 8 URLs across 8 templates. Primary concentration in 'tpl_category_application_1seg' (1 pages affected, 12.5% of total occurrences).",Routine hygiene cleanup: review heading hierarchy skipped h2 on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/application', 'https://www.drivio.in/campaign-form', 'https://www.drivio.in/expert-articles', 'https://www.drivio.in/featured-stories', 'https://www.drivio.in/fuel-prices', 'https://www.drivio.in/news', 'https://www.drivio.in/reviews', 'https://www.drivio.in/loans']",fix_template
cluster_short_meta_description,short_meta_description,metadata,P3,low,6,4,tpl_brand_news_2seg,page_opportunity,"Observed on 6 URLs across 4 templates. Primary concentration in 'tpl_brand_news_2seg' (2 pages affected, 33.3% of total occurrences).",Routine hygiene cleanup: review short meta description on affected pages.,Individual page content / route handlers,"['https://www.drivio.in/news/auto-expo-2023-some-exciting-scooters-bikes-to-watch-out', 'https://drivio.in/news/auto-expo-2023-some-exciting-scooters-bikes-to-watch-out', 'https://www.drivio.in/campaign-form', 'https://www.drivio.in/thunderbolt-ev', 'https://www.drivio.in/reviews/hero-passion-pro-vs-bajaj-ct-110x-battle-of-the-110cc-commuters', 'https://www.drivio.in/reviews/yamaha-r15-v3-vs-ktm-rc-125-battle-for-the-outstanding-entry-level-supersports-bike']",fix_metadata
cluster_template_page_has_noindex,template_page_has_noindex,indexability,P3,medium,6,2,tpl_comparison_compare_2seg,template,"Observed on 6 URLs across 2 templates. Primary concentration in 'tpl_comparison_compare_2seg' (3 pages affected, 50.0% of total occurrences).",Routine hygiene cleanup: review template page has noindex on affected pages.,Template component: 'tpl_comparison_compare_2seg',"['https://www.drivio.in/compare/hero-splendor-plus-vs-bajaj-platina-110', 'https://www.drivio.in/ather-energy/450-apex']",investigate
cluster_template_low_text_to_html_ratio,template_low_text_to_html_ratio,content,P3,medium,6,2,tpl_model_bikes_4seg,template,"Observed on 6 URLs across 2 templates. Primary concentration in 'tpl_model_bikes_4seg' (3 pages affected, 50.0% of total occurrences).",Routine hygiene cleanup: review template low text to html ratio on affected pages.,Template component: 'tpl_model_bikes_4seg',"['https://www.drivio.in/bikes/hero/splendor-plus/reviews', 'https://www.drivio.in/electric-vehicles/flyrides/eric/reviews']",fix_template
cluster_uppercase_in_url,uppercase_in_url,url,P3,low,4,3,tpl_article_featured-stories_2seg,template,"Observed on 4 URLs across 3 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 50.0% of total occurrences).",Routine hygiene cleanup: review uppercase in url on affected pages.,Template component: 'tpl_article_featured-stories_2seg',"['https://www.drivio.in/featured-stories/Hero Glamour', 'https://www.drivio.in/featured-stories/Hero Splendor Plus', 'https://www.drivio.in/Harley-Davidson-bikes', 'https://www.drivio.in/Triumph-bikes']",fix_template
cluster_template_slow_server_response,template_slow_server_response,performance,P3,medium,3,1,tpl_article_news_2seg,template,"Observed on 3 URLs across 1 templates. Primary concentration in 'tpl_article_news_2seg' (3 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template slow server response on affected pages.,Template component: 'tpl_article_news_2seg',['https://www.drivio.in/news/2023-hero-xtreme-160r-incoming'],fix_template
cluster_template_empty_h1,template_empty_h1,headings,P3,high,3,1,tpl_listing_ather-energy_2seg,template,"Observed on 3 URLs across 1 templates. Primary concentration in 'tpl_listing_ather-energy_2seg' (3 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template empty h1 on affected pages.,Template component: 'tpl_listing_ather-energy_2seg',['https://www.drivio.in/ather-energy/450-apex'],fix_template
cluster_template_page_has_nofollow,template_page_has_nofollow,internal_linking,P3,medium,3,1,tpl_listing_ather-energy_2seg,template,"Observed on 3 URLs across 1 templates. Primary concentration in 'tpl_listing_ather-energy_2seg' (3 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template page has nofollow on affected pages.,Template component: 'tpl_listing_ather-energy_2seg',['https://www.drivio.in/ather-energy/450-apex'],investigate
cluster_template_weakly_linked_page,template_weakly_linked_page,internal_linking,P3,medium,3,1,tpl_listing_careers_2seg,template,"Observed on 3 URLs across 1 templates. Primary concentration in 'tpl_listing_careers_2seg' (3 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review template weakly linked page on affected pages.,Template component: 'tpl_listing_careers_2seg',['https://www.drivio.in/careers/201'],fix_template
cluster_unsafe_characters_in_url,unsafe_characters_in_url,url,P3,medium,2,1,tpl_article_featured-stories_2seg,template,"Observed on 2 URLs across 1 templates. Primary concentration in 'tpl_article_featured-stories_2seg' (2 pages affected, 100.0% of total occurrences).",Routine hygiene cleanup: review unsafe characters in url on affected pages.,Template component: 'tpl_article_featured-stories_2seg',"['https://www.drivio.in/featured-stories/Hero Glamour', 'https://www.drivio.in/featured-stories/Hero Splendor Plus']",investigate
